Ward,Address,Height,Diameter,Age Class,Species
"Totteridge(B)
","Rasper Road, Whetstone, London                    ",3,6,Young,"PrunusxsubhirtellaAutumnalisRosea
"
"Totteridge(B)
","Rasper Road, Whetstone, London                    ",3,6,Young,"PrunusxsubhirtellaAutumnalisRosea
"
"Totteridge(B)
","Rasper Road, Whetstone, London                    ",3,7,Young,"Betulapapyrifera
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",13,97,Mature,"Quercusrobur
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5,10,Young,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5.5,15,Young,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5.5,14,Early,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",3.5,7,Young,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5,10,Young,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5,14,Early,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5,14,Early,"Betulasp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",11,57,Semi-Mature,"Fraxinusexcelsior
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",6,22,Early Mature,"Prunussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",5,12,Early Mature,"AmelanchierarboreaRobinHill
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",8,15,Early Mature,"Prunussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",11,39,Semi-Mature,"CarpinusbetulusFastigiata
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4,11,Early Mature,"Malussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",10,29,Mature,"Betulapendula
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",6,21,Early Mature,"Prunussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",3,7,Young,"PrunusxsubhirtellaAutumnalis
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4,7,Young,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",5,19,Early Mature,"Prunussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",5,13,Early,"Sorbusspecies
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4,14,Early,"Malussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",5,12,Early,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",7.5,24,Semi-Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",8,26,Semi-Mature,"Prunussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",8.5,25,Semi-Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",6,16,Semi-Mature,"Sorbusaria
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",7,19,Semi-Mature,"BetulautilisJacquemontii
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",6.5,18,Early Mature,"Malussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",6.5,20,Early Mature,"Acercampestre
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4,12,Early,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",6,20,Early Mature,"PyruscalleryanaChanticleer
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4.5,14,Early,"AmelanchierarboreaRobinHill
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4.5,11,Early,"Prunussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",7,35,Mature,"Sorbusaria
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",6,12,Early Mature,"Malussp.
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",5,15,Early Mature,"Crataegusxprunifolia
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4.5,12,Early,"AmelanchierarboreaRobinHill
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",7,30,Semi-Mature,"CarpinusbetulusFastigiata
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",4,17,Early Mature,"Sorbusspecies
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",5,16,Early Mature,"Crataeguscrusgallii
"
"Totteridge(B)
","Ridgeview Road, Whetstone, London                 ",8.5,30,Semi-Mature,"Carpinusbetulus
"
"Totteridge(B)
","Cissbury Ring North, North Finchley, London       ",4,14,Early Mature,"Prunusamanogawa
"
"Totteridge(B)
","West Hill Way, Whetstone, London                  ",12.5,106,Over-Mature,"Quercusrobur
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",3,10,Young,"BetulautilisJacquemontii
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",4,16,Early Mature,"Sorbustorminalis
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",9,64,Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",9,70,Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",10,75,Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",5.5,12,Early,"Prunusavium
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",2.5,7,Young,"Prunussp.
"
"Totteridge(B)
","Rowben Close, Whetstone, London                   ",3,9,Young,"Ligustrumjaponicum
"
"Totteridge(B)
","Hayward Road, Whetstone, London                   ",4,6,Young,"PrunusserrulaTibetica
"
"Totteridge(B)
","Saddlescombe Way, North Finchley, London          ",6.5,18,Semi-Mature,"Prunuskanzan
"
"Totteridge(B)
","Saddlescombe Way, North Finchley, London          ",6,35,Mature,"Prunuskanzan
"
"Totteridge(B)
","Saddlescombe Way, North Finchley, London          ",10,72,Mature,"Quercusrobur
"
"Totteridge(B)
","Saddlescombe Way, North Finchley, London          ",10,64,Mature,"Quercusrobur
"
"Totteridge(B)
","Saddlescombe Way, North Finchley, London          ",6,19,Semi-Mature,"Sorbusintermedia
"
"Totteridge(B)
","Scaynes Link, North Finchley, London              ",5.5,33,Mature,"Prunuskanzan
"
"Totteridge(B)
","Scaynes Link, North Finchley, London              ",7,35,Mature,"Prunuskanzan
"
"Totteridge(B)
","Scaynes Link, North Finchley, London              ",8,41,Mature,"Prunuskanzan
"
"Totteridge(B)
","Chanctonbury Way, North Finchley, London          ",4.5,15,Early Mature,"Betulapapyrifera
"
"Totteridge(B)
","Friern Barnet Lane, Friern Barnet, London         ",6,28,Early Mature,"Liquidamberstyraciflua
"
"Totteridge(B)
","Friern Barnet Lane, Friern Barnet, London         ",6,33,Early Mature,"Liquidamberstyraciflua
"
"Totteridge(B)
","Sherwood Street, Whetstone, London                ",7.5,43,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Sherwood Street, Whetstone, London                ",4,22,Early,"Pinussylvestris
"
"Totteridge(B)
","Sherwood Street, Whetstone, London                ",7.5,47,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Sherwood Street, Whetstone, London                ",4,20,Early Mature,"Pinussylvestris
"
"Totteridge(B)
","Green Road, Whetstone, London                     ",11,98,Over-Mature,"Aesculushippocastanum
"
"Totteridge(B)
","Sherwood Terrace, Whetstone, London               ",5,30,Mature,"VariousBroadleaf
"
"Totteridge(B)
","Shortgate, North Finchley, London                 ",8,27,Early Mature,"Carpinusbetulus
"
"Totteridge(B)
","Shortgate, North Finchley, London                 ",3,7,Young,"Prunussp.
"
"Totteridge(B)
","Scaynes Link, North Finchley, London              ",15,118,Mature,"Quercusrobur
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",9,30,Mature,"Acercappadocicum
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",11,38,Mature,"Alnusincana
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",14,63,Mature,"Acerplatanoides
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",3,10,Young,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",3,11,Early,"Sorbusaria
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",10,31,Mature,"Malussp.
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",6,15,Early,"Prunuskanzan
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",9,34,Mature,"Malussp.
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",4,15,Early,"Sorbustorminalis
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",9.5,57,Mature,"Robiniapseudoacacia
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",16,51,Mature,"Acerplatanoides
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",11.5,39,Mature,"Malussp.
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",9,26,Semi-Mature,"Prunusavium
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",8,23,Early Mature,"Prunusavium
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",9,25,Early Mature,"Prunusavium
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",9,28,Early Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",2,5,Young,"Malussp.
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",10.5,35,Mature,"Acernegundo
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",6,17,Early Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",19.5,106,Mature,"Quercusrobur
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",10,31,Mature,"Acernegundo
"
"Totteridge(B)
","Singleton Scarp, North Finchley, London           ",10,36,Mature,"Malussp.
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,36,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,18,Early Mature,"Sorbusintermedia
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5,16,Early Mature,"Malussp.
"
"Totteridge(B)
","Southover, North Finchley, London                 ",8,16,Early Mature,"Gleditsiatriacanthos
"
"Totteridge(B)
","Southover, North Finchley, London                 ",2.5,7,Young,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Southover, North Finchley, London                 ",2.5,5,Young,"Prunussp.
"
"Totteridge(B)
","Southover, North Finchley, London                 ",4,9,Young,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,28,Semi-Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Southover, North Finchley, London                 ",2.5,7,Young,"PrunusxhillieriSpire
"
"Totteridge(B)
","Southover, North Finchley, London                 ",4,18,Early Mature,"CarpinusbetulusFastigiata
"
"Totteridge(B)
","Southover, North Finchley, London                 ",2.5,7,Young,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7.5,24,Semi-Mature,"Acerplatanoides
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7,27,Semi-Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,17,Early Mature,"Acercampestre
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5.5,17,Semi-Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,21,Early Mature,"Liquidamberstyraciflua
"
"Totteridge(B)
","Southover, North Finchley, London                 ",8,38,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7.5,34,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7,35,Mature,"Sorbusintermedia
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5,18,Early Mature,"Sorbusaucuparia
"
"Totteridge(B)
","Southover, North Finchley, London                 ",8,35,Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,30,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7,40,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5.5,25,Semi-Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6.5,33,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7.5,30,Mature,"Prunuskanzan
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",7.5,25,Semi-Mature,"Betulapendula
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",4,13,Early,"Acercampestre
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",10,38,Semi-Mature,"Aesculushippocastanum
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",8,33,Mature,"Betulapendula
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",6,19,Early Mature,"Betulapendula
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",3.5,14,Early,"Betulapendula
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",17,64,Mature,"Platanusxhispanica
"
"Totteridge(B)
","Northiam, Southover To Arlington, London          ",5,17,Early Mature,"Betulaermanii
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7.5,65,Mature,"Acersaccharinum
"
"Totteridge(B)
","Southover, North Finchley, London                 ",10,41,Mature,"Acerplatanoides
"
"Totteridge(B)
","Southover, North Finchley, London                 ",7.5,26,Early Mature,"Ginkgobiloba
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5,11,Early,"Robiniapseudoacacia
"
"Totteridge(B)
","Southover, North Finchley, London                 ",4,24,Semi-Mature,"CrataeguslaevigataPaulScarlet
"
"Totteridge(B)
","Southover, North Finchley, London                 ",12,28,Mature,"Betulapendula
"
"Totteridge(B)
","Southover, North Finchley, London                 ",3.5,12,Early,"Coryluscolurna
"
"Totteridge(B)
","Southover, North Finchley, London                 ",4.5,20,Early Mature,"CrataeguslaevigataPaulScarlet
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5,15,Early Mature,"Crataegusoxycantha
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5,13,Early Mature,"Crataegusoxycantha
"
"Totteridge(B)
","Southover, North Finchley, London                 ",2.5,8,Young,"SorbusaucupariaAsplenifolia
"
"Totteridge(B)
","Southover, North Finchley, London                 ",6,22,Semi-Mature,"Sorbusintermedia
"
"Totteridge(B)
","Southover, North Finchley, London                 ",11,36,Mature,"Liquidamberstyraciflua
"
"Totteridge(B)
","Southover, North Finchley, London                 ",9,37,Semi-Mature,"Tiliasp.
"
"Totteridge(B)
","Southover, North Finchley, London                 ",4,17,Early Mature,"Fagussylvatica
"
"Totteridge(B)
","Southover, North Finchley, London                 ",12,38,Mature,"CarpinusbetulusFastigiata
"
"Totteridge(B)
","Southover, North Finchley, London                 ",5,22,Mature,"Fraxinusexcelsior
"
"Totteridge(B)
","Southover, North Finchley, London                 ",9,32,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southover, North Finchley, London                 ",13,41,Mature,"Acerplatanoides
"
"Totteridge(B)
","Southover, North Finchley, London                 ",13,47,Semi-Mature,"Fraxinusexcelsior
"
"Totteridge(B)
","Southway, Totteridge, London                      ",8.5,29,Mature,"Malussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,14,Early,"Crataeguscrusgallii
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,14,Early Mature,"Sorbusaucuparia
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,15,Early Mature,"Betulasp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",7,28,Semi-Mature,"Prunusavium
"
"Totteridge(B)
","Southway, Totteridge, London                      ",8,35,Semi-Mature,"FagussylvaticaAtropurpurea
"
"Totteridge(B)
","Southway, Totteridge, London                      ",3,9,Young,"Pyrussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,15,Early Mature,"CrataeguslaevigataPaulScarlet
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,19,Semi-Mature,"Prunuskanzan
"
"Totteridge(B)
","Southway, Totteridge, London                      ",2.5,6,Young,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Southway, Totteridge, London                      ",2.5,6,Young,"Betulasp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",12,45,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,15,Early Mature,"Prunussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",11,39,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",10,32,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",10,30,Semi-Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4.5,13,Early Mature,"Prunussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4.5,15,Early Mature,"Betulaermanii
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5.5,13,Early Mature,"Acercampestre
"
"Totteridge(B)
","Southway, Totteridge, London                      ",6.5,24,Semi-Mature,"SorbusxthuringiacaFastigiata
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,19,Semi-Mature,"Pyrussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",3.5,8,Young,"AmelanchierarboreaRobinHill
"
"Totteridge(B)
","Southway, Totteridge, London                      ",6,16,Early Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Southway, Totteridge, London                      ",6,17,Semi-Mature,"Malussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",3.5,11,Early,"Prunussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5.5,14,Early Mature,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,19,Early Mature,"Carpinusbetulus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,9,Young,"PrunusxsubhirtellaAutumnalis
"
"Totteridge(B)
","Southway, Totteridge, London                      ",7,29,Mature,"Crataeguscrusgallii
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,12,Early,"PrunusxsubhirtellaAutumnalis
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5.5,16,Early Mature,"Malussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4,12,Early Mature,"Sorbusspecies
"
"Totteridge(B)
","Southway, Totteridge, London                      ",8.5,33,Mature,"Malussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",8.5,26,Semi-Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,19,Early Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",7.5,23,Early Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",6.5,21,Early Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Southway, Totteridge, London                      ",8,34,Mature,"Prunuskanzan
"
"Totteridge(B)
","Southway, Totteridge, London                      ",8,32,Semi-Mature,"FagussylvaticaAtropurpurea
"
"Totteridge(B)
","Southway, Totteridge, London                      ",6,22,Semi-Mature,"MalusTschonoskii
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4.5,14,Early Mature,"Malussp.
"
"Totteridge(B)
","Southway, Totteridge, London                      ",4.5,14,Early Mature,"Prunuskanzan
"
"Totteridge(B)
","Southway, Totteridge, London                      ",6.5,18,Semi-Mature,"Crataegusxprunifolia
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,14,Early Mature,"MalusTschonoskii
"
"Totteridge(B)
","Southway, Totteridge, London                      ",5,15,Early Mature,"Malussp.
"
"Totteridge(B)
","St Andrews Close, North Finchley, London          ",6,30,Early Mature,"VariousBroadleaf
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",8,20,Semi-Mature,"Prunussp.
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",5,12,Early Mature,"Prunussp.
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",3,9,Young,"Prunussp.
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",2.5,7,Young,"CarpinusbetulusFas.FransFontaine
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",5,14,Early Mature,"Malussp.
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",3,14,Early Mature,"CrataeguslaevigataPaulScarlet
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",6.5,21,Semi-Mature,"Sorbusintermedia
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",3.5,9,Young,"Prunussp.
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",7,20,Semi-Mature,"PrunusserrulaTibetica
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",2.5,6,Young,"BetulautilisJacquemontii
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",2.5,11,Early,"Ginkgobiloba
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",12,43,Mature,"Prunusavium
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",8,23,Semi-Mature,"Prunuskanzan
"
"Totteridge(B)
","St Margarets Avenue, Whetstone, London            ",7,25,Semi-Mature,"Ginkgobiloba
"
"Totteridge(B)
","Walmington Fold, North Finchley, London           ",7,35,Mature,"Crataegusmonogyna
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",3,7,Young,"Prunussp.
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",12,45,Mature,"Betulapendula
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",2,5,Young,"Piceaabies
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",7,23,Semi-Mature,"Betulaermanii
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",3,8,Young,"Prunussp.
"
"Totteridge(B)
","Chanctonbury Way, North Finchley, London          ",9,33,Mature,"Liquidamberstyraciflua
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",2,5,Young,"Prunussp.
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",11.5,49,Mature,"Acercappadocicum
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",3,8,Young,"Prunussp.
"
"Totteridge(B)
","Sussex Ring, North Finchley, London               ",7,18,Early Mature,"Juglansregia
"
"Totteridge(B)
","Walmington Fold, North Finchley, London           ",6,21,Mature,"Crataegusxprunifolia
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",7,49,Mature,"Crataegusmonogyna
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",5,39,Semi-Mature,"Crataegusmonogyna
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",6,45,Mature,"Crataegusmonogyna
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",2.5,15,Semi-Mature,"Crataegusmonogyna
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",11,82,Mature,"Acerpsuedoplatanus
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",11,59,Mature,"Tiliasp.
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",9,42,Mature,"Fagussylvatica
"
"Totteridge(B)
","Swan Lane, Whetstone, London                      ",4.5,23,Mature,"Crataegusmonogyna
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",8,31,Semi-Mature,"AcerplatanoidesCrimsonKing
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",7,22,Semi-Mature,"Crataeguscrusgallii
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",6.5,24,Early Mature,"Pinussylvestris
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",9.5,43,Mature,"Alnuscordata
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",4,15,Early Mature,"Crataeguscrusgallii
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",4,8,Young,"PrunusmaackiiAmberBeauty
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",5.5,17,Early Mature,"Prunussp.
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",11,46,Mature,"Alnuscordata
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",8,27,Semi-Mature,"Acercappadocicum
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",13,61,Mature,"Alnuscordata
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",4,13,Early,"Prunusamanogawa
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",6,21,Semi-Mature,"Crataeguscrusgallii
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",3.5,8,Young,"Prunussp.
"
"Totteridge(B)
","The Pastures, Whetstone, London                   ",5.5,30,Semi-Mature,"Prunussp.
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",10,20,Semi-Mature,"VariousBroadleaf
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",8,15,Early,"Acerpsuedoplatanus
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",11,46,Semi-Mature,"Fraxinusexcelsior
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",8,27,Early Mature,"Quercusrobur
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",8,70,Semi-Mature,"Fraxinusexcelsior
"
"Totteridge(B)
","Barnet Lane, Totteridge, London                   ",5.5,24,Early,"Quercusrobur
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",13,46,Mature,"Fraxinusexcelsior
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",11,54,Mature,"Tiliaxeuropea
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",3.5,10,Young,"Tiliaeuchlora
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",3,7,Young,"Tiliaeuchlora
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",6,25,Mature,"Crataegusmonogyna
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",6,17,Early Mature,"Prunuskanzan
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",6,20,Early Mature,"Prunussargentii
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",13,49,Mature,"Tiliaxeuropea
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",11,55,Mature,"Tiliaxeuropea
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",11,48,Mature,"Tiliaxeuropea
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",7,18,Early Mature,"PrunuscerasiferaNigra
"
"Totteridge(B)
","Tillingham Way, North Finchley, London            ",12,61,Mature,"Tiliaxeuropea
"
"Totteridge(B)
","Elder Close, Whetstone, London                    ",3,51,Mature,"Malussp.
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",6,27,Mature,"Prunussp.
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",8,32,Mature,"Prunuskanzan
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",14,69,Mature,"Tiliacordata
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",4,12,Early,"Acercampestre
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",11,26,Semi-Mature,"Quercuscoccinea
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",9,31,Mature,"Prunuspadus
"
"Totteridge(B)
","Twineham Green, North Finchley, London            ",4.5,10,Young,"RobiniapseudoacaciaFrisia
"
